boxID,magnification,imageName,specimenNR,formation,zh,oh,ow.m,ow.b,o.side,mpw.b,cw.m,cw.b,cw.d,c.side,zh.zw,oh.ow,ln.zh,ln.mpw.b,ln.cw.m,ln.cw.d,ln.ow.m,ln.oh,ln.o.side,ln.c.side
852_1640_415_520,x30,019i_CV_2_15v_x30.BSE,019iCV,NKBS,640.8591702,0.100456648,401.5024772,351.5897209,242.2248898,166.625816,397.1827561,241.7365027,408.6616255,280.7099595,1.568190234,0.000250202,6.462809729,5.115750676,5.984396518,6.012887492,5.995213703,-2.298029007,5.489866591,5.637321964
726_1369_367_523,x30,019i_CV_2_15v_x30.BSE,019iCV,NKBS,671.7813473,0.10225265,406.5304684,344.2680866,237.7384905,171.315424,385.2949798,246.5381879,414.8352064,317.2874897,1.619393284,0.000251525,6.509932911,5.143506442,5.954009222,6.027881348,6.007658879,-2.280308564,5.47117129,5.759808271
914_683_373_549,x30,019i_CV_2_15v_x30.BSE,019iCV,NKBS,673.3401242,0.106522296,393.0615479,320.8372349,247.9492263,171.17231,308.5852703,152.9766163,378.8485632,299.8896388,1.777333187,0.000271007,6.512250587,5.14267071,5.731998208,5.937136556,5.97396621,-2.239400959,5.513223992,5.703414536
836_40_429_625,x30,019i_CV_2_15v_x30.BSE,019iCV,NKBS,694.884077,0.103391052,384.7150142,324.2815685,229.3281079,210.5044049,371.7305749,209.9863351,384.1589829,345.6919074,1.808845056,0.000268747,6.543745036,5.349506579,5.918169331,5.951056485,5.952502837,-2.269236859,5.435153763,5.845547937
248_1384_448_755,x30,020i_CC_1_15v_x30.BSE,020iCC,NKBS,821.1689363,0.115068667,423.4852018,328.884139,350.9420689,170.0951166,404.3746124,246.5437104,424.451826,325.2104329,1.934657565,0.000271718,6.710728857,5.13635779,6.002341707,6.050798515,6.048518571,-2.162226221,5.860621164,5.784472459
522_247_445_763,x30,020i_CC_1_15v_x30.BSE,020iCC,NKBS,868.3318217,0.095127857,492.8222726,416.0412586,331.1742366,199.9152954,404.3207371,221.7861071,486.4405462,371.6512042,1.785072869,0.000193027,6.766573925,5.297893754,6.002208467,6.187114687,6.200148607,-2.352533429,5.802644631,5.917955791
655_662_404_697,x30,020i_CC_1_15v_x30.BSE,020iCC,NKBS,788.6373238,0.098033926,452.5334991,381.2559767,285.9228458,164.7274696,402.8633803,242.1922859,460.9398589,360.5477505,1.710933235,0.000216634,6.67030655,5.104292409,5.998597498,6.133267576,6.114861791,-2.322441677,5.655722004,5.887624404
866_751_473_656,x30,020i_CC_2_15v_x30.BSE,020iCC,NKBS,755.0834884,0.083639302,508.6284012,464.6467364,291.6523645,224.9677901,555.988079,329.4425411,585.7737172,345.4225403,1.289036135,0.000164441,6.626828324,5.415957237,6.320746853,6.372933567,6.231717693,-2.481241747,5.67556256,5.844768422
263_761_505_684,x30,020i_CC_2_15v_x30.BSE,020iCC,NKBS,821.9942203,0.097362901,481.6729642,400.3648577,319.8739006,179.9285331,486.384564,285.4833171,523.6824094,367.2824679,1.569642603,0.000202135,6.711733364,5.192559734,6.186999595,6.260885412,6.177265386,-2.32931003,5.767926857,5.906131219
819_1481_441_679,x30,020i_CC_2_15v_x30.BSE,020iCC,NKBS,793.1957202,0.098092853,462.4350085,383.3003357,290.4448991,167.5141021,408.9114238,244.430606,452.9575223,355.0188073,1.751148134,0.000212122,6.676070001,5.12106754,6.013498565,6.115798351,6.136506025,-2.321840768,5.671413882,5.872170766
859_1814_484_747,x30,020i_CC_2_15v_x30.BSE,020iCC,NKBS,921.9638971,0.10411115,464.9982312,363.4148941,343.9448175,210.2520053,356.3172093,163.7742017,415.9594364,393.9959981,2.216475494,0.000223896,6.826506066,5.348306837,5.875821371,6.030587747,6.142033602,-2.262296199,5.84048123,5.976340752
1066_886_370_653,x30,022_CV_1_15v_x30_BSE,022CV,NKBS,861.5836932,0.109365056,466.8917304,351.5897209,346.5372911,171.7599051,343.3374433,208.1563965,404.425114,368.3935665,2.130391174,0.000234241,6.758772199,5.146097601,5.838713763,6.002466587,6.14609739,-2.213063852,5.847990435,5.909151841
552_838_390_602,x30,022_CV_1_15v_x30_BSE,022CV,NKBS,799.2405227,0.10277971,451.955466,381.7734423,349.9277023,179.1398348,447.158183,312.7487192,470.5314684,311.7322532,1.698591011,0.000227411,6.68366193,5.188166701,6.102912409,6.15386284,6.113583648,-2.27516732,5.857726568,5.742144656
543_1611_367_566,x30,022_CV_1_15v_x30_BSE,022CV,NKBS,733.0615479,0.103553823,430.6424866,373.786964,339.9353444,176.8989212,428.8048337,292.8984799,452.3168232,281.3552705,1.620681589,0.000240464,6.597229665,5.175578503,6.061001882,6.114382871,6.065278248,-2.267663776,5.828755436,5.639618178
952_519_390_673,x30,022_CV_1_15v_x30_BSE,022CV,NKBS,805.4597269,0.102670126,465.0802084,378.3774768,338.4377134,182.5801516,449.8629495,316.5780407,447.0241902,321.7100523,1.801825817,0.000220758,6.691413204,5.207189264,6.10894298,6.10261271,6.142209882,-2.276234092,5.824340068,5.773650681
515_246_394_589,x30,022_CV_1_15v_x30_BSE,022CV,NKBS,785.4594806,0.124026339,381.3559558,287.0765477,314.430487,125.0319917,270.9739787,134.3238378,312.9097538,333.5577508,2.510178961,0.000325225,6.666268872,4.828569638,5.602022797,5.745914822,5.943733206,-2.087261323,5.750763025,5.809816016
734_1214_410_553,x30,022_CV_1_15v_x30_BSE,022CV,NKBS,762.554806,0.094369747,501.6528791,424.7852978,329.5830785,185.4142331,511.9342758,344.9476469,539.7275825,313.6668003,1.412851281,0.000188118,6.636674383,5.22259242,6.238196249,6.291064535,6.217908405,-2.360534729,5.797828457,5.748331277
211_1424_334_636,x30,022_CV_1_15v_x30_BSE,022CV,NKBS,825.5345296,0.119393218,393.4596937,311.811332,329.406672,152.7093769,304.2127432,178.5002651,349.8233076,346.6263829,2.359861426,0.000303445,6.716031091,5.028536618,5.71772727,5.857428192,5.974978632,-2.125332878,5.797293073,5.848247493
664_437_486_594,x30,022_CV_2_15v_x30_BSE,022CV,NKBS,684.092422,0.093169803,483.6194219,412.8216869,311.8124828,227.8064609,526.6999998,349.1805324,541.9831282,295.30046,1.262202431,0.000192651,6.528093028,5.428496413,6.266631126,6.295234872,6.181298279,-2.373331611,5.74240199,5.687993347
544_1285_438_610,x30,022_CV_2_15v_x30_BSE,022CV,NKBS,785.6882572,0.0913718,488.9948781,445.3764504,334.3222567,226.6740572,464.1923284,318.0711797,518.2175023,321.4627051,1.516136089,0.000186856,6.666560094,5.423513114,6.140298967,6.250395043,6.192352015,-2.392818383,5.812105368,5.772881534
764_1653_425_557,x30,022_CV_2_15v_x30_BSE,022CV,NKBS,813.7321598,0.09861245,471.4969349,393.5911664,326.4690302,191.3408853,433.2429607,265.6816923,466.1212333,350.228146,1.745752181,0.000209148,6.70163127,5.254056577,6.071298681,6.144445758,6.155912601,-2.316557756,5.78833509,5.858584788
300_1036_356_598,x30,022_CV_2_15v_x30_BSE,022CV,NKBS,759.0777012,0.106046356,425.5282547,356.5884039,321.2321861,178.0726092,334.2510974,171.6171617,397.8540668,290.7912311,1.907929979,0.000249211,6.632104145,5.182191384,5.811892499,5.986085272,6.053331349,-2.243878958,5.772164183,5.672605591
195_1928_383_695,x30,022_CV_2_15v_x30_BSE,022CV,NKBS,962.7719469,0.112092986,427.0389861,342.4241517,349.5462908,176.3824944,285.4547005,137.1226562,374.0018103,406.2588861,2.574244082,0.000262489,6.869816568,5.172654901,5.654083349,5.924260638,6.056875311,-2.188426518,5.856636002,6.006990607
1171_554_436_547,x30,022_CV_2_15v_x30_BSE,022CV,NKBS,737.7437311,0.091306025,479.3921084,424.3363324,295.8986932,223.1081687,512.6306081,342.284959,517.5523639,328.9907675,1.425447515,0.000190462,6.603596516,5.407656715,6.239555524,6.249110706,6.17251886,-2.393538501,5.690017143,5.796029688
1288_1595_467_482,x30,022_CV_2_15v_x30_BSE,022CV,NKBS,718.0114313,0.098796713,466.4015613,384.0349171,303.3587767,205.1852633,314.8357442,187.4590364,421.4677808,278.6942211,1.703597437,0.000211828,6.57648549,5.323913294,5.752051056,6.043743335,6.145046983,-2.314690948,5.714916187,5.630115199
900_1355_528_571,x30,022i_CV_1_15v_x30.BSE,022iCV,NKBS,783.9325969,0.096187695,501.088034,420.8729619,348.5747469,178.3400143,475.4308411,308.6514453,513.9674648,314.3988402,1.52525724,0.000191958,6.664323043,5.183691921,6.164221427,6.242159965,6.216781802,-2.341453843,5.853852689,5.750662372
333_1446_472_617,x30,022i_CV_1_15v_x30.BSE,022iCV,NKBS,829.6326679,0.100232168,507.7844931,397.9669822,363.9599653,199.8403659,386.3571636,242.0742023,484.2187044,331.4791811,1.713342877,0.000197391,6.720983034,5.297518877,5.956762236,6.182536673,6.230057131,-2.3002661,5.897043876,5.803565005
542_1060_474_656,x30,022i_CV_1_15v_x30.BSE,022iCV,NKBS,869.046524,0.103663852,501.6610212,381.8875471,365.6306451,160.4822596,387.8028226,219.5711828,460.5409238,354.1726482,1.887012596,0.000206641,6.767396661,5.078183405,5.960497021,6.13240172,6.217924635,-2.266601803,5.901623657,5.869784501
767_741_377_570,x30,022i_CV_1_15v_x30.BSE,022iCV,NKBS,780.6658451,0.117834485,440.8782658,313.6225332,341.1952228,144.7073351,315.9107214,176.6909905,373.6521669,299.1494808,2.08928494,0.000267272,6.660147203,4.974713324,5.755459647,5.92332533,6.088768796,-2.138474306,5.832454814,5.700943384
271_667_472_576,x30,022i_CV_1_15v_x30.BSE,022iCV,NKBS,672.433639,0.114241438,383.5347029,328.2501349,342.0128915,174.3405392,484.7919706,331.3669412,454.8023631,258.521568,1.478518349,0.000297865,6.510903429,5.161010509,6.183719872,6.119862958,5.949430107,-2.169441193,5.834848431,5.554979126
649_1728_512_588,x30,022i_CV_1_15v_x30.BSE,022iCV,NKBS,823.9629368,0.103183267,507.9748297,383.8185924,375.1937147,204.2275051,402.3595028,250.8087975,483.0701311,320.0954024,1.705679743,0.000203127,6.714125549,5.319234594,5.997345975,6.180161842,6.230431899,-2.271248579,5.927442465,5.768619084
771_729_449_752,x30,022i_CV_2_15v_x30.BSE,022iCV,NKBS,939.3150357,0.112703875,439.1423656,335.182597,344.4565205,171.8153844,307.4669718,148.8445186,399.8305908,400.0757161,2.349282565,0.000256645,6.845150924,5.146420554,5.728367673,5.991040934,6.084823656,-2.182991476,5.841967872,5.99165382
441_256_519_583,x30,022i_CV_2_15v_x30.BSE,022iCV,NKBS,773.7743239,0.099894471,470.7252986,394.2098822,360.1047632,200.7512386,503.1379925,359.7586816,506.2377088,301.9476212,1.528480219,0.000212214,6.65128026,5.302066523,6.220864472,6.227006339,6.154274694,-2.30364094,5.886394998,5.710253563
537_1068_523_611,x30,022i_CV_2_15v_x30.BSE,022iCV,NKBS,762.3923105,0.106439194,467.4891571,351.0936942,307.8103723,200.1058984,457.4559827,302.7412006,463.8402229,331.7917703,1.643652863,0.000227683,6.636461266,5.298846718,6.125680667,6.139540146,6.147376155,-2.240181405,5.729483919,5.804507574
969_401_435_605,x30,022i_CV_2_15v_x30.BSE,022iCV,NKBS,810.3671251,0.112543663,441.927008,323.810986,320.7960871,170.574709,289.4617104,173.7695064,365.3727694,343.0305709,2.217918775,0.000254666,6.697487386,5.139173377,5.668023027,5.900918118,6.091144728,-2.184414013,5.770805679,5.837819571
143_1376_456_746,x30,022i_CV_2_15v_x30.BSE,022iCV,NKBS,910.6234959,0.119136849,421.9585205,319.09686,360.1907728,195.1664613,323.0026782,166.1102367,389.6102157,382.5943378,2.337268016,0.000282343,6.814129525,5.273852842,5.777660615,5.965146793,6.044907017,-2.127482453,5.886633815,5.946975258
703_1469_451_622,x30,023_CV_1_15v_x30_BSE,023CV,NKBS,797.6717446,0.104615567,400.6470167,343.5198102,268.7514625,160.8805108,385.5210712,240.6357061,405.5009828,367.0166237,1.967126538,0.000261117,6.681697165,5.08066192,5.954595851,6.005123297,5.993080782,-2.257462915,5.593787021,5.905407143
745_898_422_637,x30,023_CV_1_15v_x30_BSE,023CV,NKBS,845.2469958,0.108388546,419.5347812,331.8842469,290.5509007,173.2987556,333.4354319,231.3117009,361.4200445,383.4773867,2.338683226,0.000258354,6.739628887,5.155017016,5.809449239,5.89004084,6.039146434,-2.222032857,5.671778779,5.949280653
306_536_455_657,x30,023_CV_1_15v_x30_BSE,023CV,NKBS,841.0290669,0.109068108,432.4849238,338.1550105,319.5969811,144.3304924,456.6695658,293.2747622,444.7799331,415.4961953,1.890888065,0.000252189,6.734626222,4.972105756,6.123960079,6.097579627,6.069547467,-2.215782744,5.767060768,6.029473457
579_1071_425_549,x30,023i_CV_1_15v_x30.BSE,023iCV,NKBS,760.7278624,0.110568778,397.1519034,322.2050196,283.3604806,211.4530492,334.0229119,176.5984983,395.8470379,344.8374236,1.921772275,0.000278404,6.634275689,5.354002984,5.811209589,5.981027869,5.984318836,-2.202117522,5.64671987,5.84307307
1103_1042_419_557,x30,023i_CV_1_15v_x30.BSE,023iCV,NKBS,651.8736658,0.103370423,398.3568075,344.9476469,254.6656981,205.6426083,438.8601374,236.6189334,457.5512141,292.9632822,1.424700986,0.000259492,6.479850779,5.326139751,6.084180769,6.125888822,5.987348105,-2.269436405,5.539951697,5.680047285
325_750_439_544,x30,023i_CV_1_15v_x30.BSE,023iCV,NKBS,703.3536815,0.107563289,403.8456501,335.178535,283.8530145,170.4788985,347.6995978,183.532181,403.9703724,303.2912782,1.741102144,0.000266348,6.555859868,5.138611526,5.851338882,6.00134154,6.001032751,-2.229675866,5.64845655,5.714693658
273_1370_468_509,x30,023i_CV_1_15v_x30.BSE,023iCV,NKBS,646.8983624,0.106458174,391.1204399,335.0200764,286.761429,185.0025604,396.0946056,232.6966727,416.1067047,257.0534486,1.554645371,0.000272188,6.472189192,5.220369665,5.981653086,6.030941729,5.969015543,-2.240003107,5.658650612,5.549284034
724_1409_362_651,x30,023i_CV_1_15v_x30.BSE,023iCV,NKBS,842.9500984,0.117144866,376.7655956,301.1313793,291.6479056,173.2594686,280.4018353,140.2154837,345.9723554,385.1793853,2.436466629,0.000310922,6.736907761,5.15479029,5.636223701,5.846358874,5.931623232,-2.144343938,5.675547272,5.953709162
933_1460_433_614,x30,024_CC_1_15v_x30_BSE,024CC,NKBS,893.5685466,0.106119686,443.5998385,362.1238157,348.5633526,181.585646,354.8315267,188.1043362,441.9547351,397.9683421,2.021855352,0.000239224,6.795223049,5.201727421,5.871643104,6.091207467,6.094922891,-2.243187712,5.85382,5.98637246
741_1819_467_572,x30,024_CC_1_15v_x30_BSE,024CC,NKBS,820.3577592,0.096199905,464.1219287,405.1818824,336.2798984,204.567224,428.8048337,255.0719588,503.6653981,364.7193828,1.628775299,0.000207273,6.709740537,5.320896645,6.061001882,6.221912155,6.140147295,-2.341326905,5.817943844,5.899128244
694_1112_410_516,x30,024_CC_1_15v_x30_BSE,024CC,NKBS,702.5324408,0.096386928,457.1225165,401.0036804,318.4887692,217.8217822,498.6229663,327.6897008,501.9784621,294.4483622,1.399527059,0.000210856,6.554691579,5.383677215,6.211850232,6.218557215,6.124951444,-2.339384691,5.763587213,5.685103647
605_703_444_519,x30,024_CC_1_15v_x30_BSE,024CC,NKBS,675.6110923,0.097155495,482.84742,399.3603901,325.6155594,194.8313154,455.6667086,288.028256,492.114512,254.1310918,1.372873743,0.000201214,6.515617603,5.272134135,6.12176164,6.198711437,6.179700703,-2.331442548,5.78571742,5.537850243
403_1444_479_561,x30,024_CC_1_15v_x30_BSE,024CC,NKBS,778.3218074,0.099939478,441.1221665,387.0613218,340.8831188,206.3168265,482.9150899,294.7704693,501.3460951,345.0719781,1.552464086,0.000226557,6.657140073,5.32941298,6.179840841,6.217296671,6.089321859,-2.303190496,5.831539658,5.843753027
65_953_394_717,x30,024_CC_1_15v_x30_BSE,024CC,NKBS,982.4137928,0.122780498,393.0026573,309.3872382,350.4299575,151.6895735,309.8138126,166.6666667,373.2219481,457.0393708,2.632250857,0.000312416,6.890012597,5.021836153,5.735971512,5.922173278,5.973816374,-2.097357086,5.85916085,6.124769538
908_344_513_643,x30,024_CC_1_15v_x30_BSE,024CC,NKBS,746.4603121,0.088701294,498.7130668,432.3621289,296.9993813,234.3931473,428.321938,251.5297553,501.6094521,324.7785092,1.488130475,0.00017786,6.61534245,5.456999822,6.059875104,6.217821833,6.212030914,-2.422480799,5.693730055,5.78314344
607_1669_480_610,x30,024_CC_2_15v_x30_BSE,024CC,NKBS,665.3358118,0.095922341,464.3506888,383.6376371,286.3994093,203.639991,528.7124593,293.8452325,522.3130713,318.2142719,1.273825696,0.000206573,6.500291893,5.316353685,6.270444729,6.258267162,6.140640062,-2.344216366,5.657387373,5.762724967
791_864_485_599,x30,024_CC_2_15v_x30_BSE,024CC,NKBS,784.8490836,0.09637589,472.0395026,400.0076245,336.6041918,230.1078049,490.9428124,287.7634197,515.5201083,334.5466414,1.522441261,0.000204169,6.665491449,5.438547916,6.196327649,6.24517631,6.157062674,-2.339499207,5.818907735,5.812776306
860_1310_427_590,x30,024_CC_2_15v_x30_BSE,024CC,NKBS,761.2270424,0.094736028,479.6419722,412.0293854,328.3675594,216.2282948,479.3921084,289.0050976,498.352567,316.1194328,1.527486949,0.000197514,6.634931661,5.37633477,6.17251886,6.211307792,6.173039934,-2.356660905,5.794133589,5.756120094
850_19_493_561,x30,024_CC_2_15v_x30_BSE,024CC,NKBS,728.8145795,0.099398525,428.8556332,382.5856968,330.2789644,216.2282948,505.7264471,285.612056,503.1515227,290.8338853,1.448499203,0.000231776,6.591419351,5.37633477,6.225995905,6.220891363,6.061120343,-2.308618,5.799937644,5.672752263
869_458_475_541,x30,024_CC_2_15v_x30_BSE,024CC,NKBS,709.5882261,0.092644129,464.7287756,406.4165821,305.0481443,204.6869901,482.3903998,270.1083736,521.4025335,305.0311132,1.360922091,0.000199351,6.564684838,5.321481935,6.178753744,6.25652236,6.141453957,-2.378989692,5.720469614,5.720413782
443_971_501_604,x30,024_CC_3_15v_x30_BSE,024CC,NKBS,746.92528,0.095796955,445.5109387,406.5606094,331.0200517,215.5913912,573.9182831,329.1241612,540.2495104,317.2596218,1.382556144,0.000215027,6.615965153,5.373384909,6.352487022,6.292031089,6.0992218,-2.345524384,5.802178953,5.759720435
274_366_440_610,x30,024_CC_3_15v_x30_BSE,024CC,NKBS,767.7382764,0.105094304,431.0690922,360.6016471,318.1920601,203.5597441,397.8643332,228.968944,447.8761873,317.9949887,1.714175253,0.000243799,6.643448889,5.315959544,5.986111076,6.104516826,6.066268384,-2.252897199,5.762655163,5.762035624
167_1393_410_620,x30,024_CC_3_15v_x30_BSE,024CC,NKBS,897.9869921,0.108880639,439.2446673,354.8430378,350.3332144,172.8346003,349.3130798,201.0291139,421.8907549,392.8132973,2.128482271,0.000247882,6.800155583,5.15233507,5.855968597,6.044746406,6.085056587,-2.21750305,5.858884743,5.973334428
742_1402_412_528,x30,024_CC_3_15v_x30_BSE,024CC,NKBS,717.2145681,0.091875776,471.2340847,418.5112586,317.5112823,217.6029003,498.4536425,287.5646325,533.6389756,300.3552416,1.344007093,0.000194968,6.575375054,5.382671844,6.211510591,6.279719535,6.155354966,-2.387317872,5.760513352,5.704965913
114_663_460_713,x30,024i_CV_1_15v_x30.BSE,024iCV,NKBS,864.2722536,0.102175462,481.4467789,364.1185489,302.1780889,219.6269831,443.5998385,234.3757205,477.1060561,396.2604489,1.811488751,0.000212226,6.761887827,5.391930576,6.094922891,6.167738806,6.176795693,-2.28106373,5.711016542,5.982071694
440_1017_451_676,x30,024i_CV_1_15v_x30.BSE,024iCV,NKBS,828.0639203,0.094433023,478.9744315,405.0474491,286.3565873,192.1291033,493.6228067,287.9289709,522.821134,402.6550822,1.583837887,0.000197157,6.71909035,5.258167559,6.201771676,6.259239406,6.171647217,-2.359864445,5.657237843,5.99808032
362_317_416_640,x30,024i_CV_1_15v_x30.BSE,024iCV,NKBS,812.2450149,0.100742329,462.1640585,376.6210194,302.705126,176.5059576,402.9275878,224.2828628,440.318946,358.5514578,1.844674235,0.00021798,6.699802037,5.17335463,5.998756863,6.087499342,6.135919933,-2.29518922,5.71275915,5.882072186
762_657_425_710,x30,024i_CV_1_15v_x30.BSE,024iCV,NKBS,903.9967845,0.113425512,414.4017453,323.4323432,311.9343418,196.369637,385.3939111,200.4933518,408.2449554,406.0972601,2.21434894,0.000273709,6.806825803,5.279998786,5.954265957,6.011867375,6.026835903,-2.176608941,5.742792723,6.006592688
111_1922_402_670,x30,024i_CV_1_15v_x30.BSE,024iCV,NKBS,765.5503054,0.096516681,469.5524185,398.5959849,302.1286119,194.446584,473.8014303,287.7634197,480.5154724,336.8363639,1.593185546,0.00020555,6.640594929,5.270157493,6.16078831,6.174859429,6.15177994,-2.33803942,5.710852794,5.819597245
541_1062_530_632,x30,024i_CV_2_15v_x30.BSE,024iCV,NKBS,725.2508101,0.103029532,419.466624,356.4700203,288.9424134,184.8258485,566.2014117,345.0265787,506.8693453,332.77476,1.430843701,0.00024562,6.58651754,5.219414022,6.338949866,6.228253269,6.038983961,-2.272739613,5.666227407,5.807465865
488_1810_495_624,x30,024i_CV_2_15v_x30.BSE,024iCV,NKBS,817.7978751,0.099424564,476.0089701,381.5344247,308.5912479,180.0798099,431.0185536,244.430606,456.9080169,357.5421349,1.789852322,0.000208871,6.70661521,5.193400141,6.066151137,6.124482095,6.165436699,-2.308356078,5.732017579,5.879253215
267_1453_486_684,x30,024i_CV_2_15v_x30.BSE,024iCV,NKBS,916.441988,0.095260585,483.8361496,411.0534227,319.9352087,180.2611744,439.7279531,224.7437517,511.926297,440.1908389,1.790183457,0.000196886,6.820498768,5.194406768,6.086156247,6.238180664,6.181746315,-2.351139137,5.768118503,6.087208358
1027_1821_519_658,x30,024i_CV_2_15v_x30.BSE,024iCV,NKBS,881.6885886,0.107952602,458.4163168,338.3844332,295.120262,208.2675614,408.821514,191.5897726,435.6685661,426.2019125,2.023759934,0.00023549,6.781838919,5.338823606,6.013278665,6.076881785,6.12777776,-2.22606302,5.687382941,6.054913207
768_631_517_669,x30,024i_CV_2_15v_x30.BSE,024iCV,NKBS,754.3438382,0.092010376,477.3799336,415.1403276,295.2396248,222.9250179,582.5105882,369.6701128,549.5074282,356.5471669,1.372763678,0.00019274,6.625848283,5.406835472,6.367347362,6.309022292,6.16831268,-2.385853922,5.687787314,5.876466537
387_350_417_752,x30,024i_CV_2_15v_x30.BSE,024iCV,NKBS,1014.271749,0.104781261,432.6957976,362.4545293,318.5603436,181.2479237,388.7005642,179.8755562,463.6288313,510.9363367,2.187680491,0.000242159,6.921926146,5.199865838,5.962809289,6.1390843,6.070034935,-2.255880329,5.763811919,6.236244997
733_1930_515_604,x30,025_CC_1_15v_x30_BSE,025CC,NKBS,747.9107841,0.103771619,464.7785781,364.9887492,320.4870729,210.2714314,449.0207867,293.9378872,484.1765257,305.5101278,1.544706826,0.000223271,6.617283698,5.348399227,6.107069182,6.182449563,6.141561116,-2.265562762,5.769841941,5.72198293
332_1201_464_562,x30,025_CC_1_15v_x30_BSE,025CC,NKBS,726.8597593,0.099865139,437.2189985,367.3202091,301.60659,183.3094928,492.7614893,307.0903449,488.9196955,321.8238832,1.486664919,0.00022841,6.588733556,5.211175942,6.200025262,6.192198254,6.08043421,-2.30393461,5.709123486,5.774004449
186_769_443_532,x30,025_CC_1_15v_x30_BSE,025CC,NKBS,722.9945256,0.10449782,432.9914773,351.4076674,310.1140142,188.7618562,471.2485308,280.0422896,467.1016454,298.2903199,1.547831254,0.000241339,6.58340165,5.2404862,6.155385621,6.14654689,6.070718045,-2.258589069,5.736940018,5.69806724
826_1205_467_588,x30,025_CC_1_15v_x30_BSE,025CC,NKBS,779.3706837,0.093286334,468.6730109,418.0425279,313.6826763,191.5329126,485.2860091,313.5356956,529.7132516,342.5084525,1.471306752,0.000199044,6.658486778,5.255059661,6.184738427,6.272335825,6.14990532,-2.372081658,5.74838189,5.836296336
661_847_454_547,x30,025_CC_1_15v_x30_BSE,025CC,NKBS,729.5222582,0.093480836,476.2806199,409.403912,307.0809328,206.5081141,477.3799336,318.6912562,500.0462896,311.0441756,1.458909452,0.000196273,6.592389879,5.330339705,6.16831268,6.214700673,6.166007218,-2.369998826,5.727111338,5.739934946
864_1398_335_608,x30,025_CC_2_15v_x30_BSE,025CC,NKBS,808.7172378,0.115327435,425.8992471,326.1529343,334.2378799,151.8510504,331.6872732,210.3555905,391.1761332,348.8403334,2.067399233,0.000270786,6.695449335,5.022900109,5.804192577,5.969157927,6.054202809,-2.159979935,5.811852955,5.85461432
691_999_412_681,x30,025_CC_2_15v_x30_BSE,025CC,NKBS,882.8074391,0.109431032,470.919049,357.9983468,364.6094175,166.4050491,338.6860685,202.9770049,409.8924867,362.8298207,2.153753649,0.000232378,6.783107101,5.114424871,5.825073627,6.015894898,6.154686209,-2.212460771,5.898826692,5.893933911
213_266_451_614,x30,025_CC_2_15v_x30_BSE,025CC,NKBS,815.8376456,0.101386398,480.2745677,386.1527176,349.5131223,173.7695064,365.4063054,211.6589933,449.7085701,322.9280135,1.814147428,0.000211101,6.704215372,5.157729745,5.9010099,6.108599751,6.174357957,-2.288816341,5.856541107,5.77742943
777_400_394_604,x30,025_CC_2_15v_x30_BSE,025CC,NKBS,827.1953146,0.103937384,479.6845496,379.412377,366.7570989,156.8958987,372.5135593,229.3966794,438.83842,311.2381451,1.884965575,0.000216679,6.71804084,5.05558252,5.920273438,6.084131282,6.1731287,-2.263966636,5.904699773,5.740558359
120_1630_431_601,x30,025_CC_2_15v_x30_BSE,025CC,NKBS,785.8182143,0.107929644,459.2471796,360.3750341,350.8633487,168.3491848,351.872298,205.5763895,424.2079693,303.1053334,1.852436237,0.000235014,6.666725486,5.126040303,5.86326832,6.050223829,6.129588583,-2.226275707,5.860396828,5.71408038
354_1300_435_593,x30,025_CC_2_15v_x30_BSE,025CC,NKBS,747.6413113,0.101555265,467.2881573,378.2479152,333.7558568,163.3996699,377.9022004,235.9966755,448.9934961,286.99974,1.665149535,0.000217329,6.616923333,5.096199162,5.934635433,6.107008402,6.146946107,-2.287152144,5.810409758,5.65948131
447_607_387_647,x30,026_CV_2_15v_x30_BSE,026CV,NKBS,865.4482322,0.10592113,437.6049705,358.120027,335.4978616,183.2352032,403.2113301,236.1350967,452.380031,407.4279203,1.913099989,0.000242047,6.76324756,5.210770591,5.999460817,6.114522603,6.08131661,-2.245060521,5.815615583,6.009864034
1143_1004_416_606,x30,026_CV_2_15v_x30_BSE,026CV,NKBS,711.2900352,0.103469577,438.9469962,344.9831684,263.3910449,189.7689769,446.646358,294.2526951,427.4054817,334.9826054,1.664204288,0.000235722,6.567080272,5.245807421,6.101767136,6.057733168,6.084378668,-2.268477647,5.573639791,5.814078606
360_1319_411_657,x30,026_CV_2_15v_x30_BSE,026CV,NKBS,837.4941058,0.10557803,450.6884339,360.586544,321.2086774,191.9944127,477.0375621,315.1987969,475.5940477,400.9927445,1.760943203,0.000234259,6.730414226,5.257466271,6.167595234,6.164564649,6.110776267,-2.248304981,5.772090997,5.993943334
917_1359_407_631,x30,026_CV_2_15v_x30_BSE,026CV,NKBS,753.6974037,0.102480634,438.0403366,354.3054547,256.8561795,184.4940575,459.9699934,282.9924754,452.9785628,367.8557539,1.663869917,0.000233953,6.624990966,5.217617255,6.131161256,6.115844802,6.082310999,-2.278081432,5.548516315,5.907690888
1025_625_402_637,x30,026_CV_2_15v_x30_BSE,026CV,NKBS,836.5181113,0.103397742,452.5334991,353.7862974,293.1899369,175.7948604,432.9757548,266.7046504,440.8782658,413.1232904,1.897390223,0.000228486,6.729248171,5.16931775,6.070681733,6.088768796,6.114861791,-2.269172153,5.680820648,6.023746072
