 ,Area,Mean,Min,Max,Angle,Length
1,124,25.484,0.000,216.000,0.000,123.000
2,115,154.649,111.596,211.000,-87.990,114.070
3,134,146.993,106.248,198.165,-91.723,133.060
4,126,131.938,102.000,186.000,-102.479,124.952
