 ,Area,Mean,Min,Max,Angle,Length
1,61,37.623,0.000,255.000,0.000,60.000
2,469,140.853,63.192,237.269,-91.102,468.087
3,482,134.816,55.752,223.450,-82.831,480.759
4,433,135.523,54.111,202.667,-88.409,432.167
5,433,118.419,58.528,201.000,-90.796,432.042
6,444,131.419,62.004,192.907,-104.507,443.128
7,515,136.725,64.467,205.459,-102.819,513.806
8,442,139.410,66.796,205.685,-103.374,440.959
9,468,143.386,65.625,220.632,-102.249,466.623
